File_name;Com_number;diff_V_B;diff_1_2;Overlapping;S_number_1;Signal_1;S_start_T_1;S_end_T_1;S_duration_1;S_Dur_ana_1;Signal_record_1;V_Combination;V_Mouth_open;V_Sgn_in_frame;S_Comment;S_number_2;Signal_2;S_start_T_2;S_end_T_2;S_duration_2;S_Dur_ana_2;Signal_record_2;Signal_modality;Body_part;Repetition;Audible;Contact_part;Directionality;Distance_rcp;Object;Laterality;Rcp_Body_part;Sig_gaze;Rcp_position;Rcp_Visual_att;Signaller;Signaller_age;Signaller_sex;Sgn_prior_context;Sgn_post_context;Sgn_olf_signals;Goal;Recipient;Recipient_age;Recipeint_sex;NN_Index;Sex_Dyad;Comment;BhvCh_start_T;BhvCh_start;Voc_rcp_T;Voc_rcp;G_rcp_T;G_rcp
ZEWACT_251121_Exp25;VEC0024a;834;834;Yes;VEG0500;Gesture;120186;121516;1330;Include;Ear-Spread;No;Yes;Yes;NA;VEV0096;Vocalisation;121020;127380;6360;Include;Rumble;Visual;Ear;NV;No;NV;App_Undir;1_3;None;R;NV;No_VA;Behind;No_VA;DM;46;Male;Travel;Af_Lit_Greet;Urinating;Greet_rcp;HW;20;Female;0.15680396;Different;NA;93000;Time_ex_sgn;75222;Roar;75391;Unk
ZEWACT_251121_Exp25;VEC0024a;2375;2375;Yes;VEG0508;Gesture;91545;94445;2900;Include;Trunk-Reach;No;NV;Yes;NA;VEV0092;Vocalisation;93920;96386;2466;Include;Roar;Visual;Trunk;NV;No;NV;App_Undir;1_3;None;NV;Rump;VA_front;Perpendicular;VA_90;DM;46;Male;Travel;Af_Lit_Greet;Urinating;Greet_rcp;HW;20;Female;0.15680396;Different;NA;93000;Time_ex_sgn;75222;Roar;75391;Unk
ZEWACT_251121_Exp25;VEC0024a;1788;1788;Yes;VEG0511;Gesture;119232;122533;3301;Include;Trunk-Shaking;No;Yes;Yes;NA;VEV0096;Vocalisation;121020;127380;6360;Include;Rumble;Visual;Trunk;3;No;NV;App_Undir;1_3;None;NV;NV;VA_90;Perpendicular;No_VA;DM;46;Male;Travel;Af_Lit_Greet;Urinating;Greet_rcp;HW;20;Female;0.15680396;Different;NA;93000;Time_ex_sgn;75222;Roar;75391;Unk
ZEWACT_251121_Exp25;VEC0024a;4832;4832;Yes;VEG0512;Gesture;78950;85950;7000;Include;Tail-Stiff;No;Yes;Yes;NA;VEV0091;Vocalisation;83782;90000;6218;Include;Rumble;Unk;Tail;NV;No;NV;App_Undir;20_50;None;NV;NV;VA_front;In front;Unk;DM;46;Male;Travel;Af_Lit_Greet;Urinating;Greet_rcp;HW;20;Female;0.15680396;Different;NA;93000;Time_ex_sgn;75222;Roar;75391;Unk
ZEWACT_251121_Exp25;VEC0024a;570;570;Yes;VEG0515;Gesture;93350;95720;2370;Include;Tail-on-Side;No;NV;Yes;NA;VEV0092;Vocalisation;93920;96386;2466;Include;Roar;Unk;Tail;NV;No;NV;App_Undir;0_1;None;NV;NV;VA_front;In front;No_VA;DM;46;Male;Travel;Af_Lit_Greet;Urinating;Greet_rcp;HW;20;Female;0.15680396;Different;NA;93000;Time_ex_sgn;75222;Roar;75391;Unk
ZEWACT_251121_Exp25;VEC0024a;4460;4460;Yes;VEG0516;Gesture;95740;102060;6320;Include;Tail-on-Side;No;Yes;Yes;NA;VEV0093;Vocalisation;100200;104480;4280;Include;Rumble;Unk;Tail;NV;No;NV;App_Undir;u_0;None;NV;NV;No_VA;Perpendicular;No_VA;DM;46;Male;Travel;Af_Lit_Greet;Urinating;Greet_rcp;HW;20;Female;0.15680396;Different;NA;93000;Time_ex_sgn;75222;Roar;75391;Unk
ZEWACT_251121_Exp25;VEC0024a;5160;5160;Yes;VEG0517;Gesture;102100;108940;6840;Include;Tail-Raise;No;Yes;Yes;NA;VEV0094;Vocalisation;107260;110540;3280;Include;Rumble;Unk;Tail;NV;No;NV;App_Undir;0_1;None;NV;NV;VA_90;Parallel;No_VA;DM;46;Male;Travel;Af_Lit_Greet;Urinating;Greet_rcp;HW;20;Female;0.15680396;Different;NA;93000;Time_ex_sgn;75222;Roar;75391;Unk
ZEWACT_251121_Exp25;VEC0024a;4780;4780;Yes;VEG0521;Gesture;116240;121420;5180;Include;Tail-Waggling;No;Yes;Yes;NA;VEV0096;Vocalisation;121020;127380;6360;Include;Rumble;Unk;Tail;3;No;NV;App_Undir;0_1;None;NV;NV;No_VA;Behind;No_VA;DM;46;Male;Travel;Af_Lit_Greet;Urinating;Greet_rcp;HW;20;Female;0.15680396;Different;NA;93000;Time_ex_sgn;75222;Roar;75391;Unk
ZEWACT_251121_Exp25;VEC0024b;1487;1487;Yes;VEG0527;Gesture;100213;101760;1547;Include;Ear-Flapping;No;Yes;Yes;NA;VEV0101;Vocalisation;101700;110700;9000;Include;Rumble;Audible;Ear;1;Yes;NV;App_Undir;0;None;B;NV;No_VA;Perpendicular;VA_90;HW;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.15680396;Different;NA;93400;Time_ex_rcp;79280;Rumble;75700;Unk
ZEWACT_251121_Exp25;VEC0024b;1600;1600;Yes;VEG0536;Gesture;91360;99000;7640;Include;Head-Raise;No;Yes;Yes;NA;VEV0100;Vocalisation;92960;100000;7040;Include;Rumble;Visual;Head;NV;No;NV;App_Undir;1_3;None;NV;NV;VA_90;Perpendicular;VA_front;HW;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.15680396;Different;NA;93400;Time_ex_rcp;79280;Rumble;75700;Unk
ZEWACT_251121_Exp25;VEC0024b;360;360;Yes;VEG0543;Gesture;92600;95820;3220;Include;Tail-on-Side;No;Yes;Yes;NA;VEV0100;Vocalisation;92960;100000;7040;Include;Rumble;Unk;Tail;NV;No;NV;App_Undir;0_1;None;NV;Body_front;Looking_Back;Behind;VA_front;HW;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.15680396;Different;NA;93400;Time_ex_rcp;79280;Rumble;75700;Unk
ZEWACT_251121_Exp25;VEC0024b;11400;11400;Yes;VEG0547;Gesture;90300;103400;13100;Include;Back-Towards;No;Yes;Yes;NA;VEV0101;Vocalisation;101700;110700;9000;Include;Rumble;Visual;Rump;NV;No;NV;Self_Loc;1_3;None;NV;Body_front;VA_front;In front;VA_front;HW;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.15680396;Different;NA;93400;Time_ex_rcp;79280;Rumble;75700;Unk
ZEWACT_281121_Exp31;VEC0030b;2370;2370;Yes;VEG0626;Gesture;461530;466610;5080;Include;Ear-Spread;No;Yes;Yes;NA;VEV0117;Vocalisation;463900;470400;6500;Include;Rumble;Visual;Ear;NV;No;NV;App_Undir;1_3;None;B;NV;VA_front;Perpendicular;VA_front;MN;26;Male;Drinking;Af_Lit_Greet;None;Greet_unc;DM;46;Male;0.160529737;Same;NA;462937;Time_ex_amb;464400;None;444866;Unk
ZEWACT_291121_Exp33;VEC0032a;320;320;Yes;VEG0648;Gesture;242500;244195;1695;Include;Ear-Flapping;No;Unk;Yes;NA;VEV0127;Vocalisation;242820;248540;5720;Include;Rumble;Audible;Ear;1;Yes;NV;App_Undir;20_50;None;B;NV;Unk;Not in frame;VA_front;MS;20;Female;Travel;Af_Lit_Greet;Temp_gland_secr;Greet_unc;HW;20;Female;0.122442521;Same;NA;217000;Exclude;205760;Ch_rumble_time_inc;212000;Unk
ZEWACT_291121_Exp34;VEC0033a;53;53;Yes;VEG0661;Gesture;381887;383893;2006;Include;Ear-Flapping;No;Unk;Yes;NA;VEV0135;Vocalisation;381940;385860;3920;Exclude_end;Rumble;Audible;Ear;1;Unk;NV;App_Undir;20_50;None;R;NV;VA_front;In front;VA_front;TT;40;Female;Travel;Af_Lit_Greet;Temp_gland_secr;Greet_sgn;DM;46;Male;0.148925335;Different;NA;397510;Exclude;370840;Ch_rumble_time_inc;364900;Ear-Slap
ZEWACT_291121_Exp34;VEC0033a;600;600;Yes;VEG0663;Gesture;400160;401500;1340;Include;Ear-Flapping;No;No;Yes;NA;VEV0136;Vocalisation;400760;407840;7080;Include;Rumble;Audible;Ear;1;Unk;NV;App_Undir;10_20;None;B;NV;VA_front;In front;VA_front;TT;40;Female;Travel;Af_Lit_Greet;Temp_gland_secr;Greet_sgn;DM;46;Male;0.148925335;Different;NA;397510;Exclude;370840;Ch_rumble_time_inc;364900;Ear-Slap
ZEWACT_291121_Exp34;VEC0033a;88;88;Yes;VEG0667;Gesture;414512;415680;1168;Include;Tail-Waggling;No;No;Yes;NA;VEV0137;Vocalisation;414600;421057;6457;Include;Rumble;Unk;Tail;2;No;NV;App_Undir;1_3;None;NV;NV;Looking_Back;Behind;VA_front;TT;40;Female;Travel;Af_Lit_Greet;Temp_gland_secr;Greet_sgn;DM;46;Male;0.148925335;Different;NA;397510;Exclude;370840;Ch_rumble_time_inc;364900;Ear-Slap
ZEWACT_291121_Exp34;VEC0033a;8180;8180;Yes;VEG0669;Gesture;406420;417400;10980;Include;Back-Towards;No;No;Yes;NA;VEV0137;Vocalisation;414600;421057;6457;Include;Rumble;Visual;Rump;NV;No;NV;App_Undir;3_5;None;NV;NV;VA_front;Perpendicular;VA_front;TT;40;Female;Travel;Af_Lit_Greet;Temp_gland_secr;Greet_sgn;DM;46;Male;0.148925335;Different;NA;397510;Exclude;370840;Ch_rumble_time_inc;364900;Ear-Slap
ZEWACT_291121_Exp34;VEC0033b;210;210;Yes;VEG0673;Gesture;370630;373170;2540;Include;Ear-Flapping;No;Yes;Yes;NA;VEV0138;Vocalisation;370840;374840;4000;Include;Rumble;Audible;Ear;2;No;NV;App_Undir;20_50;None;B;NV;VA_front;In front;VA_front;DM;46;Male;Travel;Af_Lit_Greet;Urinating;Greet_unc;TT;40;Female;0.148925335;Different;NA;397510;Exclude;381940;Ch_rumble_time_inc;380053;Unk
ZEWACT_301121_Exp35;VEC0034b;11373;11373;Yes;VEG0686;Gesture;188147;199640;11493;Include;Ear-Slight-Spread;No;Yes;Yes;NA;VEV0147;Vocalisation;199520;203960;4440;Include;Rumble;Visual;Ear;NV;No;NV;App_Undir;10_20;None;B;NV;VA_front;In front;VA_front;HW;20;Female;Unk;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;DM;46;Male;0.15680396;Different;Last part of com Unk because she signals as she¬¥s moving away so not sure if greeting still;221500;Exclude;170380;Rumble;174946;Unk
ZEWACT_301121_Exp35;VEC0034a;5840;5840;Yes;VEG0698;Gesture;178920;185489;6569;Include;Ear-Spread;No;Yes;Yes;NA;VEV0150;Vocalisation;184760;191540;6780;Include;Rumble;Visual;Ear;NV;No;NV;App_Undir;20_50;None;B;NV;VA_front;Perpendicular;VA_90;DM;46;Male;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;HW;20;Female;0.15680396;Different;Last part of com Unk because HW signals as she¬¥s moving away so not sure if greeting still;221500;Exclude;173760;Roar;175880;Unk
ZEWACT_301121_Exp35;VEC0034a;1900;1900;Yes;VEG0709;Gesture;201140;206333;5193;Include;Tail-Waggling;No;Yes;Yes;NA;VEV0152;Vocalisation;203040;208760;5720;Include;Rumble;Unk;Tail;3;No;NV;App_Undir;3_5;None;NV;NV;VA_90;Parallel;Unclear;DM;46;Male;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;HW;20;Female;0.15680396;Different;Last part of com Unk because HW signals as she¬¥s moving away so not sure if greeting still;221500;Exclude;173760;Roar;175880;Unk
ZEWACT_301121_Exp35;VEC0034a;880;880;Yes;VEG0712;Gesture;202160;206753;4593;Include;Trunk-Swinging;No;Yes;Yes;NA;VEV0152;Vocalisation;203040;208760;5720;Include;Rumble;Visual;Trunk;3;No;NV;App_Undir;3_5;None;NV;NV;VA_90;Parallel;VA_90;DM;46;Male;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;HW;20;Female;0.15680396;Different;Last part of com Unk because HW signals as she¬¥s moving away so not sure if greeting still;221500;Exclude;173760;Roar;175880;Unk
ZEWACT_301121_Exp36;VEC0035a;1387;1387;Yes;VEG0713;Gesture;312079;313599;1520;Include;Ears-Stiff;No;Yes;Yes;NA;VEV0156;Vocalisation;313466;315766;2300;Exclude_end;Rumble;Visual;Ear;NV;No;NV;App_Undir;20_50;None;B;NV;VA_90;Perpendicular;VA_front;KB;20;Female;Unk;Af_Lit_Greet;Temp_gland_secr;Greet_unc;MS;20;Female;0.137141714;Same;NA;325350;Exclude;287640;Unk;290497;Unk
ZEWACT_011221_Exp37;VEC0036a;180;180;Yes;VEG0733;Gesture;345360;346893;1533;Include;Ear-Spread;No;Yes;Yes;NA;VEV0159;Vocalisation;345540;350540;5000;Include;Rumble;Visual;Ear;NV;No;NV;App_Undir;0_1;None;R;NV;VA_front;In front;VA_front;KB;20;Female;Unk;Af_Greet_Cer;Urin_Temp_gland;Greet_unc;DM;46;Male;0.21952885;Different;NA;349800;Goal_amb;337060;Ch_rumble_time_ex;341877;Unk
ZEWACT_011221_Exp37;VEC0036a;1320;1320;Yes;VEG0735;Gesture;354860;359200;4340;Include;Ear-Flapping;No;Unk;Yes;NSG;VEV0160;Vocalisation;356180;364760;8580;Include;Rumble;Audible;Ear;3;Yes;Neck;App_Undir;0_1;None;B;NV;VA_90;Perpendicular;VA_front;KB;20;Female;Unk;Af_Greet_Cer;Urin_Temp_gland;Greet_unc;DM;46;Male;0.21952885;Different;NA;349800;Goal_amb;337060;Ch_rumble_time_ex;341877;Unk
ZEWACT_011221_Exp37;VEC0036a;160;160;Yes;VEG0738;Gesture;345380;347380;2000;Include;Ear-Brush;No;Yes;Yes;NA;VEV0159;Vocalisation;345540;350540;5000;Include;Rumble;Tactile;Ear;NV;No;NV;App_Undir;0_1;None;L;Head;VA_front;In front;VA_front;KB;20;Female;Unk;Af_Greet_Cer;Urin_Temp_gland;Greet_unc;DM;46;Male;0.21952885;Different;NA;349800;Goal_amb;337060;Ch_rumble_time_ex;341877;Unk
ZEWACT_011221_Exp37;VEC0036a;11100;11100;Yes;VEG0740;Gesture;345080;356180;11100;Include;Tail-on-Side;No;Unk;Yes;NSG;VEV0160;Vocalisation;356180;364760;8580;Include;Rumble;Unk;Tail;NV;No;NV;App_Undir;0_1;None;NV;NV;VA_front;In front;Unk;KB;20;Female;Unk;Af_Greet_Cer;Urin_Temp_gland;Greet_unc;DM;46;Male;0.21952885;Different;NA;349800;Goal_amb;337060;Ch_rumble_time_ex;341877;Unk
ZEWACT_021221_Exp39;VEC0038a;210;210;Yes;VEG0776;Gesture;360910;361910;1000;Include;Ears-Stiff;No;Unk;Yes;NA;VEV0165;Vocalisation;361120;365760;4640;Include;Rumble;Visual;Ear;NV;No;NV;App_Undir;3_5;None;R;NV;VA_90;Perpendicular;VA_front;DM;46;Male;Drinking;Af_Lit_Greet;Urin_Temp_gland;Greet_rcp;MN;26;Male;0.160529737;Same;NA;383000;NV;358640;Ch_rumble_time_inc;358640;Unk
ZEWACT_021221_Exp39;VEC0038a;100;100;Yes;VEG0778;Gesture;368620;372260;3640;Include;Trunk-Shaking;No;Yes;Yes;NA;VEV0166;Vocalisation;368720;378680;9960;Include;Rumble;Visual;Trunk;2;No;NV;App_Undir;0_1;None;NV;NV;VA_90;Parallel;VA_90;DM;46;Male;Drinking;Af_Lit_Greet;Urin_Temp_gland;Greet_rcp;MN;26;Male;0.160529737;Same;NA;383000;NV;358640;Ch_rumble_time_inc;358640;Unk
ZEWACT_021221_Exp39;VEC0038a;3344;3344;Yes;VEG0779;Gesture;381736;385127;3391;Include;Trunk-Reach_Touch_Unc;No;Yes;Yes;NA;VEV0167;Vocalisation;385080;393000;7920;Include;Rumble;Unk;Trunk;NV;No;NV;App_Undir;0_1;None;NV;Head;VA_90;Parallel;VA_90;DM;46;Male;Drinking;Af_Lit_Greet;Urin_Temp_gland;Greet_rcp;MN;26;Male;0.160529737;Same;NA;383000;NV;358640;Ch_rumble_time_inc;358640;Unk
ZEWACT_021221_Exp39;VEC0038b;2454;2454;Yes;VEG0782;Gesture;356186;358866;2680;Include;Ears-Stiff;No;Yes;Yes;NA;VEV0168;Vocalisation;358640;364400;5760;Exclude_end;Rumble;Visual;Ear;NV;No;NV;App_Undir;5_10;None;B;NV;VA_front;Perpendicular;VA_90;MN;26;Male;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.160529737;Same;NA;383000;NV;361120;Ch_rumble_time_inc;353600;Unk
ZEWACT_021221_Exp39;VEC0038b;413;413;Yes;VEG0785;Gesture;366107;368173;2066;Include;Ear-Spread;No;NV;Yes;NA;VEV0169;Vocalisation;366520;368400;1880;Include;Trumpet;Visual;Ear;NV;No;NV;App_Undir;u_0;None;B;NV;VA_front;Perpendicular;VA_front;MN;26;Male;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.160529737;Same;NA;383000;NV;361120;Ch_rumble_time_inc;353600;Unk
ZEWACT_031221_Exp41;VEC0040a;840;840;Yes;VEG0802;Gesture;133000;134920;1920;Include;Ear-Flapping;No;Yes;Yes;NA;VEV0174;Vocalisation;133840;138480;4640;Include;Rumble;Audible;Ear;1;Yes;Neck;App_Undir;50_100;None;B;NV;VA_front;Perpendicular;VA_front;MS;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0.137141714;Same;drinking while gesturing;215500;Exclude;132200;Ch_rumble_time_inc;122022;Unclear
ZEWACT_031221_Exp41;VEC0040a;8080;8080;Yes;VEG0803;Gesture;134920;143000;8080;Include;Ears-Stiff;No;Yes;Yes;NA;VEV0175;Vocalisation;143000;148886;5886;Include;Rumble;Visual;Ear;NV;No;NV;App_Undir;50_100;None;B;NV;VA_front;In front;VA_front;MS;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0.137141714;Same;drinking while gesturing;215500;Exclude;132200;Ch_rumble_time_inc;122022;Unclear
ZEWACT_031221_Exp41;VEC0040a;900;900;Yes;VEG0806;Gesture;150660;153060;2400;Include;Ear-Flapping;No;Yes;Yes;NA;VEV0176;Vocalisation;151560;157440;5880;Include;Rumble;Audible;Ear;2;Yes;Neck;App_Undir;20_50;None;B;NV;VA_front;In front;VA_front;MS;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0.137141714;Same;drinking while gesturing;215500;Exclude;132200;Ch_rumble_time_inc;122022;Unclear
ZEWACT_031221_Exp41;VEC0040a;10700;10700;Yes;VEG0808;Gesture;154420;165460;11040;Include;Ears-Stiff;No;Yes;Yes;NA;VEV0177;Vocalisation;165120;173120;8000;Include;Rumble;Visual;Ear;NV;No;NV;App_Undir;20_50;None;B;NV;VA_90;Perpendicular;VA_front;MS;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0.137141714;Same;drinking while gesturing;215500;Exclude;132200;Ch_rumble_time_inc;122022;Unclear
ZEWACT_031221_Exp41;VEC0040a;12860;12860;Yes;VEG0811;Gesture;190800;205300;14500;Include;Ears-Stiff;No;Yes;Yes;NA;VEV0178;Vocalisation;203660;209040;5380;Include;Rumble;Visual;Ear;NV;No;NV;App_Undir;5_10;None;B;NV;VA_90;Perpendicular;VA_front;MS;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0.137141714;Same;drinking while gesturing;215500;Exclude;132200;Ch_rumble_time_inc;122022;Unclear
ZEWACT_031221_Exp41;VEC0040a;18451;18451;Yes;VEG0816;Gesture;133109;155604;22495;Include;Tail-Waggling;No;Yes;Yes;NA;VEV0176;Vocalisation;151560;157440;5880;Include;Rumble;Unk;Tail;17;No;NV;App_Undir;50_100;None;NV;NV;VA_front;Perpendicular;VA_front;MS;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0.137141714;Same;drinking while gesturing;215500;Exclude;132200;Ch_rumble_time_inc;122022;Unclear
ZEWACT_031221_Exp41;VEC0040b;489;489;Yes;VEG0821;Gesture;131711;134000;2289;Include;Ear-Flapping;No;Unk;Yes;NA;VEV0179;Vocalisation;132200;135080;2880;Exclude_end;Rumble;Audible;Ear;2;Yes;Neck;App_Undir;50_100;None;B;NV;VA_front;Perpendicular;VA_90;KB;20;Female;Travel;Af_Lit_Greet;Temp_gland_secr;Greet_unc;MS;20;Female;0.137141714;Same;NA;215500;Exclude;133840;Ch_rumble_time_inc;133000;Ear-Flapping
ZEWACT_031221_Exp41;VEC0040b;1020;1020;Yes;VEG0827;Gesture;187180;192700;5520;Include;Ear-Flapping;No;Unk;Yes;NA;VEV0180;Vocalisation;188200;194400;6200;Include;Rumble;Audible;Ear;4;Yes;Unk;App_Undir;10_20;None;B;NV;VA_front;Perpendicular;VA_90;KB;20;Female;Travel;Af_Lit_Greet;Temp_gland_secr;Greet_unc;MS;20;Female;0.137141714;Same;NA;215500;Exclude;133840;Ch_rumble_time_inc;133000;Ear-Flapping
ZEWACT_031221_Exp41;VEC0040b;22900;22900;Yes;VEG0828;Gesture;192700;216500;23800;Include;Ears-Stiff;No;Yes;Yes;NA;VEV0181;Vocalisation;215600;219720;4120;Include;Rumble;Visual;Ear;NV;No;NV;App_Undir;10_20;None;B;NV;VA_front;Perpendicular;VA_90;KB;20;Female;Travel;Af_Lit_Greet;Temp_gland_secr;Greet_unc;MS;20;Female;0.137141714;Same;NA;215500;Exclude;133840;Ch_rumble_time_inc;133000;Ear-Flapping
ZEWACT_031221_Exp42;VEC0041a;120;120;Yes;VEG0842;Gesture;254000;255080;1080;Include;Ear-Flapping;No;Yes;Yes;NA;VEV0186;Vocalisation;254120;258560;4440;Include;Rumble;Audible;Ear;1;Yes;NV;App_Undir;0_1;None;B;NV;VA_90;Perpendicular;VA_front;HW;20;Female;Unk;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.15680396;Different;NA;257800;Goal_rcp;234800;Rumble;227900;Unk
ZEWACT_031221_Exp42;VEC0041a;627;627;Yes;VEG0847;Gesture;233653;234960;1307;Include;Tail-Raise;No;NV;Yes;NA;VEV0183;Vocalisation;234280;237480;3200;Include;Roar;Unk;Tail;NV;No;NV;App_Undir;10_20;None;NV;NV;VA_front;In front;Unk;HW;20;Female;Unk;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.15680396;Different;NA;257800;Goal_rcp;234800;Rumble;227900;Unk
ZEWACT_031221_Exp42;VEC0041a;5094;5094;Yes;VEG0849;Gesture;236146;243586;7440;Include;Tail-Raise;No;Yes;Yes;NA;VEV0184;Vocalisation;241240;245400;4160;Include;Rumble;Unk;Tail;NV;No;Tail;App_Undir;10_20;None;NV;NV;VA_front;In front;Unk;HW;20;Female;Unk;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.15680396;Different;NA;257800;Goal_rcp;234800;Rumble;227900;Unk
ZEWACT_031221_Exp42;VEC0041a;2254;2254;Yes;VEG0851;Gesture;245346;248520;3174;Include;Tail-Raise;No;Yes;Yes;NA;VEV0185;Vocalisation;247600;251960;4360;Include;Rumble;Unk;Tail;NV;No;NV;App_Undir;0_1;None;NV;NV;VA_front;Parallel;VA_90;HW;20;Female;Unk;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.15680396;Different;NA;257800;Goal_rcp;234800;Rumble;227900;Unk
ZEWACT_031221_Exp42;VEC0041a;1214;1214;Yes;VEG0854;Gesture;252906;256280;3374;Exclude_end;Tail-Waggling;No;Yes;Yes;NA;VEV0186;Vocalisation;254120;258560;4440;Include;Rumble;Unk;Tail;Unk;No;NV;App_Undir;0_1;None;NV;NV;No_VA;Perpendicular;VA_90;HW;20;Female;Unk;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.15680396;Different;NA;257800;Goal_rcp;234800;Rumble;227900;Unk
ZEWACT_031221_Exp42;VEC0041a;9452;9452;Yes;VEG0857;Gesture;244668;254524;9856;Include;Back-Towards;No;Yes;Yes;NA;VEV0186;Vocalisation;254120;258560;4440;Include;Rumble;Visual;Rump;NV;No;NV;App_Undir;1_3;None;NV;Body_front;VA_front;Perpendicular;VA_front;HW;20;Female;Unk;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.15680396;Different;NA;257800;Goal_rcp;234800;Rumble;227900;Unk
ZEWACT_031221_Exp42;VEC0041a;1591;1591;Yes;VEG0860;Gesture;252529;254629;2100;Include;Trunk-Reach;No;Yes;Yes;NA;VEV0186;Vocalisation;254120;258560;4440;Include;Rumble;Visual;Trunk;NV;No;NV;App_Undir;u_0;None;NV;Body;No_VA;Perpendicular;No_VA;HW;20;Female;Unk;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.15680396;Different;NA;257800;Goal_rcp;234800;Rumble;227900;Unk
ZEWACT_031221_Exp42;VEC0041b;9630;9630;Yes;VEG0879;Gesture;251300;265000;13700;Include;Tail-Stiff;No;Yes;Yes;NA;VEV0189;Vocalisation;260930;265120;4190;Include;Rumble;Unk;Tail;NV;No;NV;App_Undir;u_0;None;NV;NV;VA_90;Perpendicular;No_VA;DM;46;Male;Travel;Af_Lit_Greet;None;Greet_rcp;HW;20;Female;0.15680396;Different;NA;258265;Time_ex_sgn;241240;Rumble;218865;Unk
ZEWACT_031221_Exp42;VEC0041b;1591;1591;Yes;VEG0881;Gesture;259339;263668;4329;Include;Trunk-Side-Swinging;No;Yes;Yes;NA;VEV0189;Vocalisation;260930;265120;4190;Include;Rumble;Visual;Trunk;NV;Unk;NV;App_Undir;0_1;None;NV;NV;Looking_Back;Perpendicular;No_VA;DM;46;Male;Travel;Af_Lit_Greet;None;Greet_rcp;HW;20;Female;0.15680396;Different;NA;258265;Time_ex_sgn;241240;Rumble;218865;Unk
ZEWACT_061221_Exp43;VEC0042a;1479;1479;Yes;VEG0885;Gesture;363641;366641;3000;Include;Trunk-Reach;No;Unk;Yes;NA;VEV0192;Vocalisation;365120;372720;7600;Exclude_end;Rumble;Visual;Trunk;NV;No;NV;App_Undir;0_1;None;NV;Body_front;VA_front;In front;VA_front;TT;40;Female;Unk;Af_Lit_Greet;Temp_gland_secr;Greet_sgn;DM;46;Male;0.148925335;Different;NA;372606;Time_ex_rcp;343400;Ch_rumble_time_inc;339280;Unk
ZEWACT_061221_Exp43;VEC0042b;4740;4740;Yes;VEG0896;Gesture;369300;374420;5120;Include;Trunk-Reach;No;Unk;Yes;NA;VEV0195;Vocalisation;374040;377520;3480;Include;Rumble;Visual;Trunk;NV;No;NV;App_Undir;0;None;NV;Mouth;VA_front;In front;No_VA;DM;46;Male;Unk;Af_Lit_Greet;Urinating;Greet_rcp;TT;40;Female;0.148925335;Different;NA;371400;Time_ex_sgn;350880;Rumble;346258;Unk
ZEWACT_071221_Exp45;VEC0044a;820;820;Yes;VEG0903;Gesture;198700;201120;2420;Include;Ear-Flapping;No;Unk;Yes;NA;VEV0198;Vocalisation;199520;206640;7120;Include;Rumble;Audible;Ear;1;Yes;Neck;App_Undir;20_50;None;B;NV;VA_front;Not in frame;VA_front;DM;46;Male;Travel;Af_Lit_Greet;More;Greet_rcp;KB;20;Female;0.21952885;Different;NA;215800;Time_ex_sgn;180560;Ch_rumble_time_inc;195900;Unk
