;File_name;Com_number;S_number;Signal;S_start_T;S_end_T;S_duration;S_Dur_ana;Signal_record;Signal_modality;Body_part;Repetition;Audible;Contact_part;Directionality;Distance_rcp;Object;Laterality;Rcp_Body_part;Sig_gaze;Rcp_position;Rcp_Visual_att;V_Combination;V_Mouth_open;V_Sgn_in_frame;S_Comment;Signaller;Signaller_age;Signaller_sex;Sgn_prior_context;Sgn_post_context;Sgn_olf_signals;Goal;Recipient;Recipient_age;Recipeint_sex;NN_Index;Sex_Dyad;Comment;BhvCh_start_T;BhvCh_start;Voc_rcp_T;Voc_rcp;G_rcp_T;G_rcp
47;ZEWACT_081121_Exp2;VEC0005a;VEV0006;Vocalisation;131238;131951;713;Include;Trumpet;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Unk;NV;Yes;Not fully shore it was HW;HW;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0.375132225;Same;NA;NA;NA;NA;NA;NA;NA
48;ZEWACT_081121_Exp2;VEC0005b;VEG0034;Gesture;118480;122524;4044;Include;Ear-Spread;Visual;Ear;NV;No;NV;App_Undir;10_20;None;B;NV;VA_front;In front;VA_front;NA;NA;NA;NA;KB;20;Female;Travel;Af_Lit_Greet;Urinating;Greet_sgn;HW;20;Female;0.375132225;Same;NA;128440;NV;112576;Ch_rumble_time_ex;124785;Unk
49;ZEWACT_081121_Exp2;VEC0005b;VEG0038;Gesture;123200;134320;11120;Include;Ear-Spread;Visual;Ear;NV;No;NV;App_Undir;3_5;None;B;NV;No_VA;Behind;VA_front;NA;NA;NA;NA;KB;20;Female;Travel;Af_Lit_Greet;Urinating;Greet_sgn;HW;20;Female;0.375132225;Same;NA;128440;NV;112576;Ch_rumble_time_ex;124785;Unk
50;ZEWACT_081121_Exp2;VEC0005b;VEG0042;Gesture;140960;142631;1671;Include;Ear-Spread;Visual;Ear;NV;No;NV;App_Undir;1_3;None;B;NV;No_VA;Behind;VA_front;NA;NA;NA;NA;KB;20;Female;Travel;Af_Lit_Greet;Urinating;Greet_sgn;HW;20;Female;0.375132225;Same;NA;128440;NV;112576;Ch_rumble_time_ex;124785;Unk
51;ZEWACT_081121_Exp2;VEC0005b;VEG0043;Gesture;142631;144186;1555;Include;Ear-Flapping;Audible;Ear;1;Yes;Neck;App_Undir;1_3;None;B;NV;VA_90;Parallel;VA_front;NA;NA;NA;Mouth open visible;KB;20;Female;Travel;Af_Lit_Greet;Urinating;Greet_sgn;HW;20;Female;0.375132225;Same;NA;128440;NV;112576;Ch_rumble_time_ex;124785;Unk
52;ZEWACT_081121_Exp2;VEC0005b;VEG0044;Gesture;144186;147047;2861;Include;Ear-Spread;Visual;Ear;NV;No;NV;App_Undir;1_3;None;B;NV;VA_90;Behind;VA_front;NA;NA;NA;Mouth open visible;KB;20;Female;Travel;Af_Lit_Greet;Urinating;Greet_sgn;HW;20;Female;0.375132225;Same;NA;128440;NV;112576;Ch_rumble_time_ex;124785;Unk
54;ZEWACT_081121_Exp2;VEC0005b;VEG0035;Gesture;122034;131408;9374;Include;Rump-Present;Visual;Rump;NV;No;NV;Self_Loc;5_10;None;NV;NV;VA_90;Perpendicular;VA_front;NA;NA;NA;NA;KB;20;Female;Travel;Af_Lit_Greet;Urinating;Greet_sgn;HW;20;Female;0.375132225;Same;NA;128440;NV;112576;Ch_rumble_time_ex;124785;Unk
55;ZEWACT_081121_Exp2;VEC0005b;VEG0033;Gesture;113725;127119;13394;Exclude_start;Tail-Raise;Unk;Tail;NV;No;NV;App_Undir;50_100;None;NV;NV;VA_front;In front;Unk;NA;NA;NA;NA;KB;20;Female;Travel;Af_Lit_Greet;Urinating;Greet_sgn;HW;20;Female;0.375132225;Same;NA;128440;NV;112576;Ch_rumble_time_ex;124785;Unk
56;ZEWACT_081121_Exp2;VEC0005b;VEG0039;Gesture;127124;133533;6409;Include;Tail-Waggling;Unk;Tail;6;No;NV;App_Undir;1_3;None;NV;Body_front;No_VA;Behind;VA_front;NA;NA;NA;NA;KB;20;Female;Travel;Af_Lit_Greet;Urinating;Greet_sgn;HW;20;Female;0.375132225;Same;NA;128440;NV;112576;Ch_rumble_time_ex;124785;Unk
57;ZEWACT_081121_Exp2;VEC0005b;VEG0041;Gesture;133533;146241;12708;Include;Tail-on-Side;Unk;Tail;NV;No;NV;App_Undir;1_3;None;NV;NV;No_VA;Behind;VA_90;NA;NA;NA;NA;KB;20;Female;Travel;Af_Lit_Greet;Urinating;Greet_sgn;HW;20;Female;0.375132225;Same;NA;128440;NV;112576;Ch_rumble_time_ex;124785;Unk
58;ZEWACT_081121_Exp2;VEC0005b;VEG0045;Gesture;146241;148889;2648;Include;Tail-Waggling;Unk;Tail;1;No;NV;App_Undir;1_3;None;NV;NV;No_VA;Behind;VA_front;NA;NA;NA;NA;KB;20;Female;Travel;Af_Lit_Greet;Urinating;Greet_sgn;HW;20;Female;0.375132225;Same;NA;128440;NV;112576;Ch_rumble_time_ex;124785;Unk
59;ZEWACT_081121_Exp2;VEC0005b;VEG0037;Gesture;123892;128116;4224;Exclude_end;Trunk-Shaking;Visual;Trunk;5;No;NV;App_Undir;3_5;None;NV;NV;No_VA;Behind;VA_front;NA;NA;NA;NA;KB;20;Female;Travel;Af_Lit_Greet;Urinating;Greet_sgn;HW;20;Female;0.375132225;Same;NA;128440;NV;112576;Ch_rumble_time_ex;124785;Unk
60;ZEWACT_081121_Exp2;VEC0005b;VEG0040;Gesture;128440;133344;4904;Include;Trunk-Shaking;Visual;Trunk;4;No;NV;App_Undir;1_3;None;NV;NV;No_VA;Behind;VA_front;NA;NA;NA;NA;KB;20;Female;Travel;Af_Lit_Greet;Urinating;Greet_sgn;HW;20;Female;0.375132225;Same;NA;128440;NV;112576;Ch_rumble_time_ex;124785;Unk
62;ZEWACT_081121_Exp2;VEC0005b;VEV0008;Vocalisation;142987;146957;3970;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;Yes;Seen in video who voc;KB;20;Female;Travel;Af_Lit_Greet;Urinating;Greet_sgn;HW;20;Female;0.375132225;Same;NA;NA;NA;NA;NA;NA;NA
70;ZEWACT_101121_Exp4;VEC0006a;VEG0053;Gesture;521360;522900;1540;Include;Ear-Spread;Visual;Ear;NV;No;NV;App_Undir;10_20;None;B;NV;VA_front;Perpendicular;VA_front;NA;NA;NA;Tatu approaching but not in frame;MN;26;Male;Feeding;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;TT;40;Female;0.178494222;Different;Tatu not in frame at beginning of greeting;534240;Goal_rcp;473440;Ch_rumble_time_inc;473611;Unk
71;ZEWACT_101121_Exp4;VEC0006a;VEG0054;Gesture;522900;533408;10508;Include;Ear-Slight-Spread;Visual;Ear;NV;No;NV;App_Undir;5_10;None;B;NV;VA_front;In front;VA_front;NA;NA;NA;lift;MN;26;Male;Feeding;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;TT;40;Female;0.178494222;Different;Tatu not in frame at beginning of greeting;534240;Goal_rcp;473440;Ch_rumble_time_inc;473611;Unk
72;ZEWACT_101121_Exp4;VEC0006a;VEG0055;Gesture;533408;534626;1218;Include;Ear-Flapping;Audible;Ear;1;Unk;Neck;App_Undir;u_0;None;B;NV;No_VA;Parallel;VA_front;NA;NA;NA;NA;MN;26;Male;Feeding;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;TT;40;Female;0.178494222;Different;Tatu not in frame at beginning of greeting;534240;Goal_rcp;473440;Ch_rumble_time_inc;473611;Unk
73;ZEWACT_101121_Exp4;VEC0006a;VEG0056;Gesture;534626;541602;6976;Include;Ear-Slight-Spread;Visual;Ear;NV;No;NV;App_Undir;u_0;None;B;NV;No_VA;Parallel;VA_front;NA;NA;NA;NA;MN;26;Male;Feeding;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;TT;40;Female;0.178494222;Different;Tatu not in frame at beginning of greeting;534240;Goal_rcp;473440;Ch_rumble_time_inc;473611;Unk
74;ZEWACT_101121_Exp4;VEC0006a;VEG0058;Gesture;520751;527361;6610;Exclude_end;Tail-Raise;Unk;Tail;NV;No;NV;App_Undir;10_20;None;NV;NV;VA_front;Perpendicular;VA_front;NA;NA;NA;NA;MN;26;Male;Feeding;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;TT;40;Female;0.178494222;Different;Tatu not in frame at beginning of greeting;534240;Goal_rcp;473440;Ch_rumble_time_inc;473611;Unk
75;ZEWACT_101121_Exp4;VEC0006a;VEG0059;Gesture;527361;534300;6939;Include;Tail-Waggling;Unk;Tail;6;No;NV;App_Undir;3_5;None;NV;NV;No_VA;Behind;VA_front;NA;NA;NA;NA;MN;26;Male;Feeding;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;TT;40;Female;0.178494222;Different;Tatu not in frame at beginning of greeting;534240;Goal_rcp;473440;Ch_rumble_time_inc;473611;Unk
76;ZEWACT_101121_Exp4;VEC0006a;VEG0060;Gesture;534320;537451;3131;Include;Tail-Raise;Unk;Tail;NV;No;NV;App_Undir;u_0;None;NV;NV;No_VA;Parallel;VA_90;NA;NA;NA;NA;MN;26;Male;Feeding;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;TT;40;Female;0.178494222;Different;Tatu not in frame at beginning of greeting;534240;Goal_rcp;473440;Ch_rumble_time_inc;473611;Unk
77;ZEWACT_101121_Exp4;VEC0006a;VEG0061;Gesture;537451;541266;3815;Exclude_end;Tail-Waggling;Unk;Tail;Unk;No;NV;App_Undir;u_0;None;NV;NV;No_VA;Behind;VA_90;NA;NA;NA;NA;MN;26;Male;Feeding;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;TT;40;Female;0.178494222;Different;Tatu not in frame at beginning of greeting;534240;Goal_rcp;473440;Ch_rumble_time_inc;473611;Unk
78;ZEWACT_101121_Exp4;VEC0006a;VEG0062;Gesture;522744;530800;8056;Include;Back-Towards;Visual;Rump;NV;No;NV;Self_Loc;5_10;None;NV;NV;VA_front;In front;VA_front;NA;NA;NA;NA;MN;26;Male;Feeding;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;TT;40;Female;0.178494222;Different;Tatu not in frame at beginning of greeting;534240;Goal_rcp;473440;Ch_rumble_time_inc;473611;Unk
79;ZEWACT_101121_Exp4;VEC0006a;VEG0063;Gesture;531994;534200;2206;Include;Rump-Present;Visual;Rump;NV;No;NV;Self_Loc;u_0;None;NV;NV;Looking_Back;Parallel;VA_front;NA;NA;NA;NA;MN;26;Male;Feeding;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;TT;40;Female;0.178494222;Different;Tatu not in frame at beginning of greeting;534240;Goal_rcp;473440;Ch_rumble_time_inc;473611;Unk
80;ZEWACT_101121_Exp4;VEC0006a;VEG0064;Gesture;536991;540264;3273;Include;Rump-Present;Visual;Rump;NV;No;NV;App_Undir;u_0;None;NV;NV;No_VA;Perpendicular;VA_90;NA;NA;NA;NA;MN;26;Male;Feeding;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;TT;40;Female;0.178494222;Different;Tatu not in frame at beginning of greeting;534240;Goal_rcp;473440;Ch_rumble_time_inc;473611;Unk
81;ZEWACT_101121_Exp4;VEC0006a;VEG1354;Gesture;531175;532295;1120;Include;Trunk-Reach;Visual;Trunk;NV;No;NV;App_Undir;0_1;None;NV;Body;Looking_Back;Behind;VA_front;NA;NA;NA;NA;MN;26;Male;Feeding;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;TT;40;Female;0.178494222;Different;Tatu not in frame at beginning of greeting;534240;Goal_rcp;473440;Ch_rumble_time_inc;473611;Unk
82;ZEWACT_101121_Exp4;VEC0006a;VEG1420;Gesture;528786;530125;1339;Include;Trunk-Reach;Visual;Trunk;NV;No;NV;App_Undir;1_3;None;NV;Body;Looking_Back;Behind;VA_front;NA;NA;NA;NA;MN;26;Male;Feeding;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;TT;40;Female;0.178494222;Different;Tatu not in frame at beginning of greeting;534240;Goal_rcp;473440;Ch_rumble_time_inc;473611;Unk
83;ZEWACT_101121_Exp4;VEC0006a;VEV0009;Vocalisation;473611;477669;4058;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;MN;26;Male;Feeding;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;TT;40;Female;0.178494222;Different;Tatu not in frame at beginning of greeting;NA;NA;NA;NA;NA;NA
84;ZEWACT_101121_Exp4;VEC0006a;VEV0010;Vocalisation;481520;486645;5125;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;MN;26;Male;Feeding;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;TT;40;Female;0.178494222;Different;Tatu not in frame at beginning of greeting;NA;NA;NA;NA;NA;NA
85;ZEWACT_101121_Exp4;VEC0006a;VEV0011;Vocalisation;505280;509500;4220;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;Yes;NA;MN;26;Male;Feeding;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;TT;40;Female;0.178494222;Different;Tatu not in frame at beginning of greeting;NA;NA;NA;NA;NA;NA
86;ZEWACT_101121_Exp4;VEC0006a;VEV0012;Vocalisation;520203;522448;2245;Include;Trumpet;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NV;Yes;NA;MN;26;Male;Feeding;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;TT;40;Female;0.178494222;Different;Tatu not in frame at beginning of greeting;NA;NA;NA;NA;NA;NA
87;ZEWACT_101121_Exp4;VEC0006a;VEV0013;Vocalisation;524420;528734;4314;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;MN;26;Male;Feeding;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;TT;40;Female;0.178494222;Different;Tatu not in frame at beginning of greeting;NA;NA;NA;NA;NA;NA
88;ZEWACT_101121_Exp4;VEC0006a;VEV0014;Vocalisation;529507;531267;1760;Include;Trumpet;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NV;Yes;NA;MN;26;Male;Feeding;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;TT;40;Female;0.178494222;Different;Tatu not in frame at beginning of greeting;NA;NA;NA;NA;NA;NA
89;ZEWACT_101121_Exp4;VEC0006a;VEV0015;Vocalisation;533500;539268;5768;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;MN;26;Male;Feeding;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;TT;40;Female;0.178494222;Different;Tatu not in frame at beginning of greeting;NA;NA;NA;NA;NA;NA
90;ZEWACT_101121_Exp4;VEC0006b;VEG0065;Gesture;522120;526375;4255;Exclude_start;Ear-Flapping;Audible;Ear;2;No;NV;App_Undir;5_10;None;B;NV;VA_front;In front;VA_front;NA;NA;NA;NA;TT;40;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_rcp;MN;26;Male;0.178494222;Different;NA;532253;NV;473611;Ch_rumble_time_inc;480200;Unk
91;ZEWACT_101121_Exp4;VEC0006b;VEG0067;Gesture;528300;535320;7020;Include;Ear-Spread;Visual;Ear;NV;No;NV;App_Undir;u_0;None;B;NV;VA_front;In front;Looking_Back;NA;NA;NA;NA;TT;40;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_rcp;MN;26;Male;0.178494222;Different;NA;532253;NV;473611;Ch_rumble_time_inc;480200;Unk
92;ZEWACT_101121_Exp4;VEC0006b;VEG0068;Gesture;535320;538166;2846;Include;Ear-Flapping;Audible;Ear;2;Unk;Neck;App_Undir;u_0;None;B;NV;VA_front;Parallel;No_VA;NA;NA;NA;NA;TT;40;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_rcp;MN;26;Male;0.178494222;Different;NA;532253;NV;473611;Ch_rumble_time_inc;480200;Unk
93;ZEWACT_101121_Exp4;VEC0006b;VEG0069;Gesture;532253;534895;2642;Include;Trunk-Reach;Visual;Trunk;NV;No;NV;App_Undir;0_1;None;NV;Penis;VA_front;In front;Looking_Back;NA;NA;NA;NA;TT;40;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_rcp;MN;26;Male;0.178494222;Different;NA;532253;NV;473611;Ch_rumble_time_inc;480200;Unk
94;ZEWACT_101121_Exp4;VEC0006b;VEG0560;Gesture;527380;534720;7340;Include;Tail-Waggling;Unk;Tail;5;No;NV;App_Undir;3_5;None;NV;NV;VA_front;In front;No_VA;NA;NA;NA;NA;TT;40;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_rcp;MN;26;Male;0.178494222;Different;NA;532253;NV;473611;Ch_rumble_time_inc;480200;Unk
