File_name;Com_number;S_number;Signal;S_start_T;S_end_T;S_duration;S_Dur_ana;Signal_record;Signal_modality;Body_part;Repetition;Audible;Contact_part;Directionality;Distance_rcp;Object;Laterality;Rcp_Body_part;Sig_gaze;Rcp_position;Rcp_Visual_att;V_Combination;V_Mouth_open;V_Sgn_in_frame;S_Comment;Signaller;Signaller_age;Signaller_sex;Sgn_prior_context;Sgn_post_context;Sgn_olf_signals;Goal;Recipient;Recipient_age;Recipeint_sex;NN_Index;Sex_Dyad;Comment;BhvCh_start_T;BhvCh_start;Voc_rcp_T;Voc_rcp;G_rcp_T;G_rcp
ZEWACT_081121_Exp1;VEC0001a;VEG0001;Gesture;280700;283800;3100;Include;Ear-Flapping;Audible;Ear;2;Unk;NV;App_Undir;10_20;None;B;Ear;VA_front;In front;VA_front;NA;NA;NA;NA;MN;26;Male;Travel;Travel;None;Unk;DM;46;Male;0,160529737;Same;NA;280700;NV;284000;Unk;284701;Ear-Flapping
ZEWACT_081121_Exp1;VEC0001b;VEG0002;Gesture;284701;285921;1220;Include;Ear-Flapping;Audible;Ear;1;Unk;NV;App_Undir;3_5;None;Unk;NV;VA_front;In front;VA_90;NA;NA;NA;NA;DM;46;Male;Travel;Listening;None;Trv_sgn;MN;26;Male;0,160529737;Same;travel initiation?;286990;Goal_rcp;274400;Unk;280700;Ear-Flapping
ZEWACT_081121_Exp1;VEC0001b;VEG0553;Gesture;278760;284640;5880;Include;Ear-Slight-Spread;Visual;Ear;NV;No;NV;App_Undir;5_10;None;B;NV;VA_front;In front;VA_front;NA;NA;NA;NA;DM;46;Male;Travel;Listening;None;Trv_sgn;MN;26;Male;0,160529737;Same;travel initiation?;286990;Goal_rcp;274400;Unk;280700;Ear-Flapping
ZEWACT_081121_Exp1;VEC0001b;VEG0554;Gesture;285931;288731;2800;Include;Ear-Slight-Spread;Visual;Ear;NV;No;NV;App_Undir;3_5;None;B;NV;VA_front;In front;VA_90;NA;NA;NA;NA;DM;46;Male;Travel;Listening;None;Trv_sgn;MN;26;Male;0,160529737;Same;travel initiation?;286990;Goal_rcp;274400;Unk;280700;Ear-Flapping
ZEWACT_081121_Exp1;VEC0001b;VEG0003;Gesture;285555;287401;1846;Include;Foot-Swinging;Visual;Front_limb;1;No;NV;App_Undir;3_5;None;L;NV;VA_front;In front;VA_90;NA;NA;NA;ponting!;DM;46;Male;Travel;Listening;None;Trv_sgn;MN;26;Male;0,160529737;Same;travel initiation?;286990;Goal_rcp;274400;Unk;280700;Ear-Flapping
ZEWACT_081121_Exp1;VEC0002;VEG0004;Gesture;310906;312211;1305;Include;Ear-Flapping;Audible;Ear;1;Yes;NV;App_Undir;5_10;None;R;NV;VA_90;Perpendicular;VA_90;NA;NA;NA;NA;DM;46;Male;Rest;Travel;None;Unk;MN;26;Male;0,160529737;Same;NA;302172;Exclude;302172;None;302172;None
ZEWACT_081121_Exp1;VEC0002;VEG0005;Gesture;319266;323839;4573;Include;Trunk-Self-Touch;Visual;Trunk;NV;No;Ear;App_Undir;5_10;None;NV;NV;VA_front;In front;VA_front;NA;NA;NA;NA;DM;46;Male;Rest;Travel;None;Unk;MN;26;Male;0,160529737;Same;NA;302172;Exclude;302172;None;302172;None
ZEWACT_081121_Exp1;VEC0004a;VEG0006;Gesture;957588;970293;12705;Exclude_start;Ear-Flapping;Audible;Ear;Unk;Yes;Neck;App_Undir;5_10;None;B;NV;VA_front;In front;No_VA;NA;NA;NA;NA;MN;26;Male;Unk;Affiliation;Temp_gland_secr;Aff_contact;DM;46;Male;0,160529737;Same;Unk who vocalizes loudly here. Possibly Doma. Regarding ear-flaps and rumbles from 16.10 I don´t know if recipient is Doma or herd approaching so not marked but first ones until herd appeared may be directed to Doma.;972630;NV;961900;Rumble;962926;Unk
ZEWACT_081121_Exp1;VEC0004a;VEG0551;Gesture;970293;971820;1527;Include;Ears-Stiff;Visual;Ear;NV;NV;NV;App_Undir;u_0;None;B;NV;No_VA;Behind;VA_front;NA;NA;NA;NA;MN;26;Male;Unk;Affiliation;Temp_gland_secr;Aff_contact;DM;46;Male;0,160529737;Same;Unk who vocalizes loudly here. Possibly Doma. Regarding ear-flaps and rumbles from 16.10 I don´t know if recipient is Doma or herd approaching so not marked but first ones until herd appeared may be directed to Doma.;972630;NV;961900;Rumble;962926;Unk
ZEWACT_081121_Exp1;VEC0004a;VEG0552;Gesture;973800;979240;5440;Include;Ear-Flapping;Audible;Ear;4;Yes;Unclear;App_Undir;u_0;None;B;NV;No_VA;Behind;VA_front;NA;NA;NA;NA;MN;26;Male;Unk;Affiliation;Temp_gland_secr;Aff_contact;DM;46;Male;0,160529737;Same;Unk who vocalizes loudly here. Possibly Doma. Regarding ear-flaps and rumbles from 16.10 I don´t know if recipient is Doma or herd approaching so not marked but first ones until herd appeared may be directed to Doma.;972630;NV;961900;Rumble;962926;Unk
ZEWACT_081121_Exp1;VEC0004a;VEG0007;Gesture;958280;967160;8880;Exclude_start;Trunk-Shaking;Visual;Trunk;10;No;NV;App_Undir;5_10;None;NV;NV;VA_front;In front;No_VA;NA;NA;NA;NA;MN;26;Male;Unk;Affiliation;Temp_gland_secr;Aff_contact;DM;46;Male;0,160529737;Same;Unk who vocalizes loudly here. Possibly Doma. Regarding ear-flaps and rumbles from 16.10 I don´t know if recipient is Doma or herd approaching so not marked but first ones until herd appeared may be directed to Doma.;972630;NV;961900;Rumble;962926;Unk
ZEWACT_081121_Exp1;VEC0004a;VEG0008;Gesture;967680;970560;2880;Include;Rump-Present;Visual;Rump;NV;No;NV;Self_Loc;0_1;None;NV;NV;No_VA;Behind;VA_90;NA;NA;NA;NA;MN;26;Male;Unk;Affiliation;Temp_gland_secr;Aff_contact;DM;46;Male;0,160529737;Same;Unk who vocalizes loudly here. Possibly Doma. Regarding ear-flaps and rumbles from 16.10 I don´t know if recipient is Doma or herd approaching so not marked but first ones until herd appeared may be directed to Doma.;972630;NV;961900;Rumble;962926;Unk
ZEWACT_081121_Exp1;VEC0004a;VEG0555;Gesture;959520;977320;17800;Exclude_start;Tail-Waggling;Unk;Tail;Unk;No;NV;Self;3_5;None;NV;Trunk;VA_front;In front;No_VA;NA;NA;NA;NA;MN;26;Male;Unk;Affiliation;Temp_gland_secr;Aff_contact;DM;46;Male;0,160529737;Same;Unk who vocalizes loudly here. Possibly Doma. Regarding ear-flaps and rumbles from 16.10 I don´t know if recipient is Doma or herd approaching so not marked but first ones until herd appeared may be directed to Doma.;972630;NV;961900;Rumble;962926;Unk
ZEWACT_081121_Exp1;VEC0004a;VEV0002;Vocalisation;960750;962427;1677;Exclude_end;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;No;Yes;NA;MN;26;Male;Unk;Affiliation;Temp_gland_secr;Aff_contact;DM;46;Male;0,160529737;Same;Unk who vocalizes loudly here. Possibly Doma. Regarding ear-flaps and rumbles from 16.10 I don´t know if recipient is Doma or herd approaching so not marked but first ones until herd appeared may be directed to Doma.;NA;NA;NA;NA;NA;NA
ZEWACT_081121_Exp1;VEC0004b;VEG0009;Gesture;962740;972000;9260;Include;Ear-Flapping;Audible;Ear;6;Yes;Neck;App_Undir;3_5;None;B;Rump;Looking_Back;Behind;VA_front;NA;NA;NA;NA;DM;46;Male;Rest;Affiliation;Urinating;Aff_contact_rcp;MN;26;Male;0,160529737;Same;Regarding the ear-flaps and rumbles from 16.10: I don´t know if recipient is Mainos or herd approaching so not marked but first ones until herd appeared may be directed to Mainos.;972260;Time_ex_sgn;960750;Rumble;967680;Rump-Present
ZEWACT_081121_Exp1;VEC0004b;VEG0550;Gesture;972700;981300;8600;Include;Ear-Flapping;Audible;Ear;4;Yes;Neck;App_Undir;u_0;None;B;Rump;VA_front;In front;No_VA;NA;NA;NA;NA;DM;46;Male;Rest;Affiliation;Urinating;Aff_contact_rcp;MN;26;Male;0,160529737;Same;Regarding the ear-flaps and rumbles from 16.10: I don´t know if recipient is Mainos or herd approaching so not marked but first ones until herd appeared may be directed to Mainos.;972260;Time_ex_sgn;960750;Rumble;967680;Rump-Present
ZEWACT_081121_Exp1;VEC0004b;VEG1098;Gesture;984450;989700;5250;Include;Ear-Flapping;Audible;Ear;3;Yes;Neck;App_Undir;u_0;None;B;Unk;VA_front;In front;No_VA;NA;NA;NA;NA;DM;46;Male;Rest;Affiliation;Urinating;Aff_contact_rcp;MN;26;Male;0,160529737;Same;Regarding the ear-flaps and rumbles from 16.10: I don´t know if recipient is Mainos or herd approaching so not marked but first ones until herd appeared may be directed to Mainos.;972260;Time_ex_sgn;960750;Rumble;967680;Rump-Present
ZEWACT_081121_Exp1;VEC0004b;VEG0010;Gesture;970533;973853;3320;Include;Trunk-Reach_Touch_Unc;Unk;Trunk;NV;No;NV;App_Undir;0;None;NV;Penis;VA_front;In front;No_VA;NA;NA;NA;NA;DM;46;Male;Rest;Affiliation;Urinating;Aff_contact_rcp;MN;26;Male;0,160529737;Same;Regarding the ear-flaps and rumbles from 16.10: I don´t know if recipient is Mainos or herd approaching so not marked but first ones until herd appeared may be directed to Mainos.;972260;Time_ex_sgn;960750;Rumble;967680;Rump-Present
ZEWACT_081121_Exp1;VEC0004b;VEG0556;Gesture;959600;971600;12000;Include;Tail-Waggling;Unk;Tail;7;No;NV;App_Undir;5_10;None;NV;NV;No_VA;Behind;VA_front;NA;NA;NA;NA;DM;46;Male;Rest;Affiliation;Urinating;Aff_contact_rcp;MN;26;Male;0,160529737;Same;Regarding the ear-flaps and rumbles from 16.10: I don´t know if recipient is Mainos or herd approaching so not marked but first ones until herd appeared may be directed to Mainos.;972260;Time_ex_sgn;960750;Rumble;967680;Rump-Present
ZEWACT_081121_Exp1;VEC0004b;VEV0003;Vocalisation;961900;970900;9000;Exclude_end;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;Yes;NA;DM;46;Male;Rest;Affiliation;Urinating;Aff_contact_rcp;MN;26;Male;0,160529737;Same;Regarding the ear-flaps and rumbles from 16.10: I don´t know if recipient is Mainos or herd approaching so not marked but first ones until herd appeared may be directed to Mainos.;NA;NA;NA;NA;NA;NA
ZEWACT_081121_Exp1;VEC0004b;VEV0305;Vocalisation;973500;979600;6100;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;DM;46;Male;Rest;Affiliation;Urinating;Aff_contact_rcp;MN;26;Male;0,160529737;Same;Regarding the ear-flaps and rumbles from 16.10: I don´t know if recipient is Mainos or herd approaching so not marked but first ones until herd appeared may be directed to Mainos.;NA;NA;NA;NA;NA;NA
ZEWACT_081121_Exp2;VEC0005a;VEG0011;Gesture;111085;124785;13700;Exclude_start;Ear-Spread;Visual;Ear;NV;No;NV;App_Undir;50_100;None;B;NV;VA_front;In front;VA_front;NA;NA;NA;NA;HW;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0,375132225;Same;NA;128440;NV;112576;Unk;113725;Unk
ZEWACT_081121_Exp2;VEC0005a;VEG0012;Gesture;124785;125570;785;Include;Ear-Flapping;Audible;Ear;1;Unk;NV;App_Undir;3_5;None;B;NV;VA_front;In front;Looking_Back;NA;NA;NA;NA;HW;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0,375132225;Same;NA;128440;NV;112576;Unk;113725;Unk
ZEWACT_081121_Exp2;VEC0005a;VEG0013;Gesture;125570;127920;2350;Include;Ear-Spread;Visual;Ear;NV;No;NV;App_Undir;3_5;None;B;NV;VA_front;In front;Looking_Back;NA;NA;NA;NA;HW;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0,375132225;Same;NA;128440;NV;112576;Unk;113725;Unk
ZEWACT_081121_Exp2;VEC0005a;VEG0014;Gesture;127920;128558;638;Include;Ear-Flapping;Audible;Ear;1;Unk;NV;App_Undir;1_3;None;B;NV;VA_front;In front;No_VA;NA;NA;NA;NA;HW;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0,375132225;Same;NA;128440;NV;112576;Unk;113725;Unk
ZEWACT_081121_Exp2;VEC0005a;VEG0015;Gesture;128558;129622;1064;Include;Ear-Slight-Spread;Visual;Ear;NV;No;NV;App_Undir;1_3;None;B;NV;VA_front;In front;No_VA;NA;NA;NA;lift;HW;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0,375132225;Same;NA;128440;NV;112576;Unk;113725;Unk
ZEWACT_081121_Exp2;VEC0005a;VEG0016;Gesture;129622;130720;1098;Include;Ear-Flapping;Audible;Ear;1;Unk;NV;App_Undir;u_0;None;B;NV;VA_front;In front;No_VA;NA;NA;NA;NA;HW;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0,375132225;Same;NA;128440;NV;112576;Unk;113725;Unk
ZEWACT_081121_Exp2;VEC0005a;VEG0017;Gesture;130720;133590;2870;Include;Ear-Slight-Spread;Visual;Ear;NV;No;NV;App_Undir;0_1;None;B;NV;VA_front;In front;Unk;NA;NA;NA;lift;HW;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0,375132225;Same;NA;128440;NV;112576;Unk;113725;Unk
ZEWACT_081121_Exp2;VEC0005a;VEG0018;Gesture;133590;135100;1510;Include;Ear-Spread;Visual;Ear;NV;No;NV;App_Undir;1_3;None;B;NV;VA_front;Parallel;No_VA;NA;NA;NA;NA;HW;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0,375132225;Same;NA;128440;NV;112576;Unk;113725;Unk
ZEWACT_081121_Exp2;VEC0005a;VEG0019;Gesture;135104;136560;1456;Include;Ear-Flapping;Audible;Ear;1;Unk;NV;App_Undir;1_3;None;B;NV;VA_90;Perpendicular;No_VA;NA;NA;NA;NA;HW;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0,375132225;Same;NA;128440;NV;112576;Unk;113725;Unk
ZEWACT_081121_Exp2;VEC0005a;VEG0020;Gesture;136960;138640;1680;Include;Ear-Flapping;Audible;Ear;1;Yes;Neck;App_Undir;1_3;None;B;NV;VA_90;Perpendicular;No_VA;NA;NA;NA;NA;HW;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0,375132225;Same;NA;128440;NV;112576;Unk;113725;Unk
ZEWACT_081121_Exp2;VEC0005a;VEG0021;Gesture;138640;141633;2993;Include;Ears-Stiff;Visual;Ear;NV;No;NV;App_Undir;1_3;None;B;NV;VA_90;Perpendicular;No_VA;NA;NA;NA;NA;HW;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0,375132225;Same;NA;128440;NV;112576;Unk;113725;Unk
ZEWACT_081121_Exp2;VEC0005a;VEG0023;Gesture;141633;145493;3860;Include;Ear-Spread;Visual;Ear;NV;No;NV;App_Undir;1_3;None;B;NV;VA_front;Perpendicular;VA_90;NA;NA;NA;Not sure what that short vocalization is and if HW made it or the rumble;HW;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0,375132225;Same;NA;128440;NV;112576;Unk;113725;Unk
ZEWACT_081121_Exp2;VEC0005a;VEG0024;Gesture;145504;149264;3760;Include;Ear-Slight-Spread;Visual;Ear;NV;No;NV;App_Undir;1_3;None;B;NV;VA_front;In front;No_VA;NA;NA;NA;NA;HW;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0,375132225;Same;NA;128440;NV;112576;Unk;113725;Unk
ZEWACT_081121_Exp2;VEC0005a;VEG0025;Gesture;149264;154844;5580;Include;Ear-Spread;Visual;Ear;NV;No;NV;App_Undir;u_0;None;B;NV;VA_90;Perpendicular;No_VA;NA;NA;NA;NA;HW;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0,375132225;Same;NA;128440;NV;112576;Unk;113725;Unk
ZEWACT_081121_Exp2;VEC0005a;VEG0026;Gesture;154844;156040;1196;Include;Ear-Flapping;Audible;Ear;1;Yes;NV;App_Undir;1_3;None;B;NV;VA_front;Parallel;No_VA;NA;NA;NA;NA;HW;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0,375132225;Same;NA;128440;NV;112576;Unk;113725;Unk
ZEWACT_081121_Exp2;VEC0005a;VEG0027;Gesture;156040;158460;2420;Include;Ear-Spread;Visual;Ear;NV;No;NV;App_Undir;1_3;None;B;NV;VA_front;Parallel;VA_90;NA;NA;NA;NA;HW;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0,375132225;Same;NA;128440;NV;112576;Unk;113725;Unk
ZEWACT_081121_Exp2;VEC0005a;VEG0022;Gesture;143263;144083;820;Include;Ear-Flapping;Audible;Ear;1;Yes;NV;App_Undir;1_3;None;L;NV;VA_front;In front;No_VA;NA;NA;NA;NA;HW;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0,375132225;Same;NA;128440;NV;112576;Unk;113725;Unk
ZEWACT_081121_Exp2;VEC0005a;VEG0028;Gesture;128440;131202;2762;Include;Trunk-Reach;Visual;Trunk;NV;No;NV;App_Undir;u_0;None;NV;Rump;VA_front;In front;No_VA;NA;NA;NA;NA;HW;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0,375132225;Same;NA;128440;NV;112576;Unk;113725;Unk
ZEWACT_081121_Exp2;VEC0005a;VEG0029;Gesture;111085;123800;12715;Include;Tail-Raise;Unk;Tail;NV;No;NV;App_Undir;50_100;None;NV;NV;VA_front;In front;Unk;NA;NA;NA;NA;HW;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0,375132225;Same;NA;128440;NV;112576;Unk;113725;Unk
ZEWACT_081121_Exp2;VEC0005a;VEG0030;Gesture;125240;126960;1720;Include;Tail-Waggling;Unk;Tail;NV;No;NV;App_Undir;3_5;None;NV;NV;VA_front;In front;No_VA;NA;NA;NA;NA;HW;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0,375132225;Same;NA;128440;NV;112576;Unk;113725;Unk
ZEWACT_081121_Exp2;VEC0005a;VEG0031;Gesture;126960;130440;3480;Include;Tail-Raise;Unk;Tail;NV;No;NV;App_Undir;1_3;None;NV;NV;VA_front;In front;No_VA;NA;NA;NA;NA;HW;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0,375132225;Same;NA;128440;NV;112576;Unk;113725;Unk
ZEWACT_081121_Exp2;VEC0005a;VEG0032;Gesture;130440;155854;25414;Include;Tail-on-Side;Unk;Tail;NV;No;NV;App_Undir;0_1;None;NV;NV;VA_front;In front;No_VA;NA;NA;NA;NA;HW;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0,375132225;Same;NA;128440;NV;112576;Unk;113725;Unk
ZEWACT_081121_Exp2;VEC0005a;VEG0557;Gesture;123800;125240;1440;Include;Tail-Waggling;Unk;Tail;NV;No;NV;App_Undir;5_10;None;NV;NV;VA_front;In front;No_VA;NA;NA;NA;NA;HW;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0,375132225;Same;NA;128440;NV;112576;Unk;113725;Unk
ZEWACT_081121_Exp2;VEC0005a;VEV0004;Vocalisation;81929;85860;3931;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Unk;Unk;No;HW not visible;HW;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0,375132225;Same;NA;NA;NA;NA;NA;NA;NA
ZEWACT_081121_Exp2;VEC0005a;VEV0005;Vocalisation;109420;131040;21620;Exclude;Unk;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Hw and Kb rumbling and roaring in unison;HW;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0,375132225;Same;NA;NA;NA;NA;NA;NA;NA
ZEWACT_081121_Exp2;VEC0005a;VEV0006;Vocalisation;131238;131951;713;Include;Trumpet;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Unk;NV;Yes;Not fully shore it was HW;HW;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0,375132225;Same;NA;NA;NA;NA;NA;NA;NA
ZEWACT_081121_Exp2;VEC0005b;VEG0034;Gesture;118480;122524;4044;Include;Ear-Spread;Visual;Ear;NV;No;NV;App_Undir;10_20;None;B;NV;VA_front;In front;VA_front;NA;NA;NA;NA;KB;20;Female;Travel;Af_Lit_Greet;Urinating;Greet_sgn;HW;20;Female;0,375132225;Same;NA;128440;NV;112576;Ch_rumble_time_ex;124785;Unk
ZEWACT_081121_Exp2;VEC0005b;VEG0038;Gesture;123200;134320;11120;Include;Ear-Spread;Visual;Ear;NV;No;NV;App_Undir;3_5;None;B;NV;No_VA;Behind;VA_front;NA;NA;NA;NA;KB;20;Female;Travel;Af_Lit_Greet;Urinating;Greet_sgn;HW;20;Female;0,375132225;Same;NA;128440;NV;112576;Ch_rumble_time_ex;124785;Unk
ZEWACT_081121_Exp2;VEC0005b;VEG0042;Gesture;140960;142631;1671;Include;Ear-Spread;Visual;Ear;NV;No;NV;App_Undir;1_3;None;B;NV;No_VA;Behind;VA_front;NA;NA;NA;NA;KB;20;Female;Travel;Af_Lit_Greet;Urinating;Greet_sgn;HW;20;Female;0,375132225;Same;NA;128440;NV;112576;Ch_rumble_time_ex;124785;Unk
ZEWACT_081121_Exp2;VEC0005b;VEG0043;Gesture;142631;144186;1555;Include;Ear-Flapping;Audible;Ear;1;Yes;Neck;App_Undir;1_3;None;B;NV;VA_90;Parallel;VA_front;NA;NA;NA;Mouth open visible;KB;20;Female;Travel;Af_Lit_Greet;Urinating;Greet_sgn;HW;20;Female;0,375132225;Same;NA;128440;NV;112576;Ch_rumble_time_ex;124785;Unk
ZEWACT_081121_Exp2;VEC0005b;VEG0044;Gesture;144186;147047;2861;Include;Ear-Spread;Visual;Ear;NV;No;NV;App_Undir;1_3;None;B;NV;VA_90;Behind;VA_front;NA;NA;NA;Mouth open visible;KB;20;Female;Travel;Af_Lit_Greet;Urinating;Greet_sgn;HW;20;Female;0,375132225;Same;NA;128440;NV;112576;Ch_rumble_time_ex;124785;Unk
ZEWACT_081121_Exp2;VEC0005b;VEG1408;Gesture;115720;118000;2280;NA;Unclear;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;KB;20;Female;Travel;Af_Lit_Greet;Urinating;Greet_sgn;HW;20;Female;0,375132225;Same;NA;128440;NV;112576;Ch_rumble_time_ex;124785;Unk
ZEWACT_081121_Exp2;VEC0005b;VEG0035;Gesture;122034;131408;9374;Include;Rump-Present;Visual;Rump;NV;No;NV;Self_Loc;5_10;None;NV;NV;VA_90;Perpendicular;VA_front;NA;NA;NA;NA;KB;20;Female;Travel;Af_Lit_Greet;Urinating;Greet_sgn;HW;20;Female;0,375132225;Same;NA;128440;NV;112576;Ch_rumble_time_ex;124785;Unk
ZEWACT_081121_Exp2;VEC0005b;VEG0033;Gesture;113725;127119;13394;Exclude_start;Tail-Raise;Unk;Tail;NV;No;NV;App_Undir;50_100;None;NV;NV;VA_front;In front;Unk;NA;NA;NA;NA;KB;20;Female;Travel;Af_Lit_Greet;Urinating;Greet_sgn;HW;20;Female;0,375132225;Same;NA;128440;NV;112576;Ch_rumble_time_ex;124785;Unk
ZEWACT_081121_Exp2;VEC0005b;VEG0039;Gesture;127124;133533;6409;Include;Tail-Waggling;Unk;Tail;6;No;NV;App_Undir;1_3;None;NV;Body_front;No_VA;Behind;VA_front;NA;NA;NA;NA;KB;20;Female;Travel;Af_Lit_Greet;Urinating;Greet_sgn;HW;20;Female;0,375132225;Same;NA;128440;NV;112576;Ch_rumble_time_ex;124785;Unk
ZEWACT_081121_Exp2;VEC0005b;VEG0041;Gesture;133533;146241;12708;Include;Tail-on-Side;Unk;Tail;NV;No;NV;App_Undir;1_3;None;NV;NV;No_VA;Behind;VA_90;NA;NA;NA;NA;KB;20;Female;Travel;Af_Lit_Greet;Urinating;Greet_sgn;HW;20;Female;0,375132225;Same;NA;128440;NV;112576;Ch_rumble_time_ex;124785;Unk
ZEWACT_081121_Exp2;VEC0005b;VEG0045;Gesture;146241;148889;2648;Include;Tail-Waggling;Unk;Tail;1;No;NV;App_Undir;1_3;None;NV;NV;No_VA;Behind;VA_front;NA;NA;NA;NA;KB;20;Female;Travel;Af_Lit_Greet;Urinating;Greet_sgn;HW;20;Female;0,375132225;Same;NA;128440;NV;112576;Ch_rumble_time_ex;124785;Unk
ZEWACT_081121_Exp2;VEC0005b;VEG0037;Gesture;123892;128116;4224;Exclude_end;Trunk-Shaking;Visual;Trunk;5;No;NV;App_Undir;3_5;None;NV;NV;No_VA;Behind;VA_front;NA;NA;NA;NA;KB;20;Female;Travel;Af_Lit_Greet;Urinating;Greet_sgn;HW;20;Female;0,375132225;Same;NA;128440;NV;112576;Ch_rumble_time_ex;124785;Unk
ZEWACT_081121_Exp2;VEC0005b;VEG0040;Gesture;128440;133344;4904;Include;Trunk-Shaking;Visual;Trunk;4;No;NV;App_Undir;1_3;None;NV;NV;No_VA;Behind;VA_front;NA;NA;NA;NA;KB;20;Female;Travel;Af_Lit_Greet;Urinating;Greet_sgn;HW;20;Female;0,375132225;Same;NA;128440;NV;112576;Ch_rumble_time_ex;124785;Unk
ZEWACT_081121_Exp2;VEC0005b;VEV0007;Vocalisation;112576;133700;21124;NA;Unk;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Not sure from whom roar and trumpet so not sure who made the combo;KB;20;Female;Travel;Af_Lit_Greet;Urinating;Greet_sgn;HW;20;Female;0,375132225;Same;NA;NA;NA;NA;NA;NA;NA
ZEWACT_081121_Exp2;VEC0005b;VEV0008;Vocalisation;142987;146957;3970;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;Yes;Seen in video who voc;KB;20;Female;Travel;Af_Lit_Greet;Urinating;Greet_sgn;HW;20;Female;0,375132225;Same;NA;NA;NA;NA;NA;NA;NA
ZEWACT_101121_Exp4;VEC0006a;VEG0046;Gesture;473576;481134;7558;Include;Ear-Slight-Spread;Visual;Ear;NV;No;NV;App_Undir;Out_of_sight;None;B;NV;No_VA;Not in frame;Out_of_sight;NA;NA;NA;Tatu approaching but not in frame;MN;26;Male;Feeding;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;TT;40;Female;0,178494222;Different;Tatu not in frame at beginning of greeting;534240;Goal_rcp;473440;Ch_rumble_time_inc;473611;Unk
ZEWACT_101121_Exp4;VEC0006a;VEG0047;Gesture;481873;484825;2952;Include;Ear-Flapping;Audible;Ear;1;Yes;Unk;App_Undir;Out_of_sight;None;R;NV;No_VA;Not in frame;Out_of_sight;NA;NA;NA;Tatu approaching but not in frame;MN;26;Male;Feeding;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;TT;40;Female;0,178494222;Different;Tatu not in frame at beginning of greeting;534240;Goal_rcp;473440;Ch_rumble_time_inc;473611;Unk
